"route","ssnt","ssme","ssnti","ssmei"
"840_59_021",-1307.28606754285,-714.811072551037,-3877.79766697441,-3877.26894053859
"840_59_025",-727.750784977495,-576.247033932416,-4205.70025680156,-4214.05043069344
"840_59_028",-644.683345429876,-441.504535743962,-1849.26507386456,-1856.80974875599
"840_59_029",-656.522019866787,-470.971548713921,-1475.975966714,-1480.57189849065
"840_59_030",-914.531057448376,-580.274410088186,-13566.5313539787,-13594.976580812
"840_59_104",-3355.22958260369,-870.131733270016,-12899.9168510604,-12927.9960289413
"840_59_107",-958.297797848077,-684.89433931643,-4663.51856458491,-4669.33466326695
"840_59_114",-995.341773371864,-594.461109617622,-4192.77140494121,-4195.72408981601
"840_59_116",-1855.13062205975,-868.883968764419,-6232.65181521356,-6240.74347685153
"840_59_231",-1931.97206437562,-1046.80991494068,-20159.2721098782,-20227.3684593824
"840_60_002",-439.387103586918,-273.272147080783,-1238.13722068708,-1238.90272844305
"840_60_003",-1325.73908646626,-831.108604347094,-4540.39918979109,-4545.44583849599
"840_60_004",-1280.64686085972,-804.134462829909,-3965.02144281393,-3965.19937762557
"840_60_005",-737.715882762263,-461.265935743651,-4134.97736860022,-4157.00605108116
"840_60_006",-870.355847845806,-467.161118156113,-4485.83985121144,-4512.58351810931
"840_60_008",-664.588549255195,-355.401365889094,-2130.59227862518,-2134.24451238644
"840_60_009",-555.03398622968,-462.793944896699,-1701.47219098383,-1703.4821650051
"840_60_010",-1189.90376848342,-727.882886562148,-4559.76089346891,-4561.564566729
"840_60_013",-1212.73873959792,-556.60343110916,-4278.66202447742,-4288.73503735526
"840_60_017",-848.876518071033,-460.11450403464,-3129.16608706879,-3139.11773078775
"840_60_018",-456.85769979757,-356.525819460056,-2564.14144439649,-2568.46635091237
"840_60_019",-629.35814235811,-415.516972292711,-2031.70199580853,-2045.76078983233
"840_60_020",-476.716686198236,-397.650274360467,-1407.46040982066,-1416.56686037361
"840_60_022",-824.155275438599,-535.731105087624,-2498.23288442702,-2495.17957888783
"840_60_023",-924.4529691073,-440.664864173534,-3134.56139374535,-3148.4810423388
"840_60_024",-414.379812693095,-311.671377153257,-1822.80296793561,-1826.75038838983
"840_60_025",-890.144286623091,-540.891667745158,-3432.37058558499,-3442.68823101031
"840_60_027",-819.62134758579,-505.430273821089,-3573.86622415247,-3576.41611370637
"840_60_028",-1510.95418615143,-622.74039581429,-4262.56499074435,-4270.53725818302
"840_60_029",-355.552314934866,-275.280315315029,-1180.90886267369,-1185.02488687858
"840_60_031",-543.395109368584,-386.767276517466,-1838.75407373208,-1840.72250952163
"840_60_051",-347.195958322493,-207.627817386681,-1126.25002210153,-1135.17844023374
"840_60_052",-776.752579987415,-472.9203114967,-2285.39496527633,-2294.28073374352
"840_60_056",-649.329022419952,-338.015844637904,-3084.06520916391,-3091.51061248732
"840_60_057",-934.8329028306,-557.802925132161,-2637.0971968618,-2637.0133585168
"840_60_058",-1148.7187694969,-563.489922745118,-3479.18434447155,-3467.12950819722
"840_60_060",-1302.40428251712,-842.010793178406,-3900.11747968044,-3901.41425348992
"840_60_061",-696.681358430679,-484.577184250523,-2502.51521926128,-2520.60762341501
"840_60_062",-533.962019019303,-340.770361017371,-1848.64579999423,-1854.57753364454
"840_60_065",-538.647979749801,-380.339206804405,-1633.71150267869,-1639.66236093803
"840_60_067",-765.739775045913,-439.180797987908,-3310.14379062689,-3319.3083135204
"840_60_068",-662.34390348667,-454.041093438182,-3260.2911573714,-3272.65896815031
"840_60_069",-1005.24500879824,-605.038241356666,-2694.84686441055,-2696.65770020775
"840_60_070",-511.684360558819,-423.682973710193,-1276.50725964954,-1283.48248154677
"840_60_071",-1337.62291542294,-698.829795674394,-4402.95423079265,-4410.25218449325
"840_60_072",-1034.79673770272,-563.157440572004,-3885.28502736207,-3897.22951360098
"840_60_073",-733.639597089695,-468.979350210318,-3071.22731119478,-3081.73890558205
"840_60_074",-314.655539530464,-237.34133041926,-1086.20249260864,-1087.21746600165
"840_60_075",-1403.83304206804,-742.647067492597,-5000.25999574048,-5007.16340438957
"840_60_076",-1102.30211707126,-638.932469191071,-2346.58096500027,-2339.28717935166
"840_60_078",-986.301142269652,-676.315055335225,-3248.38607778844,-3258.70677592339
"840_60_079",-553.424009639176,-342.238585907312,-1436.39827009364,-1442.09754694462
"840_60_080",-1043.46248748752,-483.207603433587,-5348.64162413639,-5347.31376764229
"840_60_081",-644.344615428888,-431.208625247514,-2037.67676581918,-2041.60923962669
"840_60_082",-637.580074204061,-495.464153674387,-2243.73969185446,-2247.84941292284
"840_60_107",-711.548214033343,-481.28038627643,-1878.74132726353,-1878.45826069797
"840_60_111",-822.712195180041,-561.097153627364,-3157.80927476931,-3174.20589809335
"840_60_112",-995.712866200501,-447.717213353057,-3795.28741107087,-3811.2135964427
"840_60_114",-342.575726941255,-241.781845986764,-1066.64925449069,-1072.00321760149
"840_60_115",-221.772773437841,-203.712883875303,-644.044040504234,-646.762199509287
"840_60_116",-799.251562210962,-570.364905898879,-2053.8226473128,-2055.56046173662
"840_60_126",-533.057384077147,-422.771921681022,-2214.19015582681,-2225.68150861127
"840_60_130",-452.220430896433,-294.753458090501,-1813.46950637059,-1813.53731308208
"840_60_153",-1391.62386345038,-729.267141511654,-4688.68881742235,-4704.08276532657
"840_60_154",-1765.73664658979,-940.42093573617,-4558.2218529683,-4560.88976081856
"840_60_155",-1171.30675972813,-581.202975430634,-4225.24694029007,-4244.82067438957
"840_60_164",-592.382607020817,-434.604936929027,-1591.93793577208,-1600.97145027928
"840_60_166",-522.806453623235,-306.216562530482,-1878.73900422756,-1883.52268922759
"840_60_201",-661.833270909003,-502.462564111801,-2541.92871759459,-2546.71605495319
"840_60_221",-902.44369444476,-485.946354783298,-2886.75333913006,-2894.19836867618
"840_60_263",-196.004760112436,-160.932038789936,-507.093374590572,-509.826202776569
"840_61_002",-504.536279634718,-325.597054425664,-1913.50175662335,-1912.57603407687
"840_61_008",-1979.4131241425,-896.045605204001,-5753.54786250215,-5750.11510131011
"840_61_009",-1130.60464978114,-648.195756585167,-3778.45673501672,-3787.12640575829
"840_61_011",-639.439227329624,-491.190152820106,-2370.04124717772,-2378.70655282396
"840_61_014",-906.740727955382,-685.758363409366,-3290.23488164201,-3291.92625258906
"840_61_017",-984.685126827872,-673.18385872778,-3607.28976188172,-3619.48169554636
"840_61_018",-1212.19241773504,-739.391152152416,-3815.79878682585,-3812.41048098296
"840_61_022",-915.383288585944,-707.67964658833,-3345.73694978695,-3351.55830411379
"840_61_024",-1394.25115497459,-880.370679990129,-5716.5270187049,-5727.13873699022
"840_61_025",-1278.69769659608,-702.636087895563,-3492.05958504766,-3495.4820772761
"840_61_026",-1622.0279782672,-634.876380612103,-5021.69108976027,-5026.02503017514
"840_61_027",-1235.70581257129,-707.835268892274,-3733.01894108619,-3739.3302580787
"840_61_028",-820.112210023985,-653.542565237533,-2715.02843412906,-2708.91079609068
"840_61_029",-1770.09262590183,-912.968292153102,-4790.6149419769,-4794.4004430572
"840_61_030",-1354.30632061805,-688.987537555914,-4121.17711076802,-4125.70856215399
"840_61_031",-1414.89861257336,-733.015420583038,-5108.18958514445,-5117.30509615572
"840_61_033",-2081.47299719164,-907.328698758162,-5806.96870926095,-5819.4032717506
"840_61_034",-1142.41058825108,-697.887880216661,-4168.28632498445,-4170.77298108041
"840_61_036",-1183.12915803937,-845.112693606338,-3068.95836784536,-3071.54887688955
"840_61_038",-846.803677009836,-593.908383360716,-2884.33079028727,-2894.92241135703
"840_61_041",-1409.38734678906,-842.976891100757,-4835.66938203867,-4841.12121762766
"840_61_043",-1248.76467264676,-777.508431177635,-4657.40740721377,-4671.24605739603
"840_61_044",-1058.66135374821,-743.535969648639,-3486.30673287105,-3491.4792312958
"840_61_045",-1080.60689699398,-744.181615523306,-3908.44621839883,-3920.81822591408
"840_61_047",-1972.56029976845,-856.864255140745,-10307.5060136742,-10324.2534183087
"840_61_048",-1345.32405815521,-653.550285359047,-4753.32003606985,-4758.74220340692
"840_61_049",-1582.90158981411,-927.447223055268,-7250.53010195199,-7258.04450805768
"840_61_050",-1659.3725217957,-930.685083957683,-9071.12446368071,-9086.76857423996
"840_61_052",-1620.98366341718,-876.53532299964,-6070.33740836969,-6079.18539888162
"840_61_053",-1612.52300607225,-790.736020420226,-7324.93725079402,-7338.65082293526
"840_61_055",-1221.5751674364,-719.787138354388,-5731.34252054151,-5748.14463794789
"840_61_056",-1172.27712828188,-781.246470526926,-4263.78075320491,-4280.72613362849
"840_61_057",-1369.62017962711,-664.458403479945,-5228.98750953579,-5237.32994499514
"840_61_058",-1741.05424518068,-862.749119713066,-6518.58188891269,-6540.94181321701
"840_61_059",-1118.94622797032,-746.594112810504,-4173.80531969781,-4187.22116403297
"840_61_060",-984.683259673617,-693.442270247469,-3493.03686858752,-3497.07083691547
"840_61_062",-1153.5848504444,-663.239081734152,-3270.59752711693,-3277.76528960582
"840_61_064",-1393.42532079132,-713.957307368151,-7158.30528956468,-7177.73670853582
"840_61_065",-1555.5345095548,-806.320276018878,-8191.86308701331,-8223.75975321009
"840_61_066",-975.073220957921,-705.211254320891,-5051.30394466509,-5068.40940666988
"840_61_067",-1278.40912776135,-639.042293194154,-5502.0210663582,-5516.19636858229
"840_61_068",-592.808195713886,-479.69840175536,-2641.29287652568,-2652.75725238809
"840_61_069",-1001.86191244271,-581.379089017515,-4230.52055617008,-4237.58591870604
"840_61_070",-1791.27443167977,-779.616108422818,-5381.0119593401,-5391.08198104925
"840_61_071",-2335.39652628371,-899.329797855669,-8276.4208333469,-8284.44774375512
"840_61_073",-1058.02070228762,-656.411276661441,-3978.15804556967,-3985.67375090729
"840_61_075",-913.054416567935,-590.811485200734,-3141.19660724482,-3140.74271007162
"840_61_077",-931.703242550309,-636.929290050584,-4020.14409931417,-4035.33780703526
"840_61_079",-1479.44221498239,-779.299474502126,-3916.43950647878,-3918.24408428255
"840_61_080",-837.716005489469,-604.26173591667,-4057.4925596029,-4076.31810022567
"840_61_081",-1300.00038890168,-700.020630017634,-3109.39872141313,-3109.67739013033
"840_61_083",-968.527306168017,-592.26474702828,-2454.07491881501,-2456.84835001233
"840_61_084",-757.212882742339,-488.202499108207,-2028.54676914744,-2027.11095613529
"840_61_085",-993.266785920531,-558.462931405922,-2679.3904696249,-2678.84646208137
"840_61_087",-1564.75043618944,-764.101237305279,-4354.92719897089,-4368.01831448321
"840_61_089",-1289.88052245825,-779.653816972224,-4087.84926843781,-4081.43980461312
"840_61_090",-771.384688515476,-581.251648457476,-3071.55750805993,-3075.95664199549
"840_61_091",-1448.57812080677,-698.674731572362,-5241.24820283264,-5254.43975121883
"840_61_092",-929.282614180296,-509.538140989237,-2153.09951145256,-2160.81499579855
"840_61_093",-1021.56729755768,-602.311411289911,-2346.20658689164,-2349.39837584838
"840_61_097",-910.654149139079,-553.938200563658,-2540.48161327931,-2537.53715181919
"840_61_098",-1948.34947346573,-871.764803409998,-5826.95365550891,-5838.44254728957
"840_61_100",-1452.54169327592,-605.097111440576,-4283.40776272374,-4285.64704434462
"840_61_102",-1547.66200172798,-905.953849887098,-5856.2481085698,-5855.47078208497
"840_61_103",-884.96586228956,-667.339834631361,-4055.95693427652,-4075.31710299804
"840_61_109",-1086.12445117843,-665.694518183479,-4569.31556831751,-4577.48259083388
"840_61_111",-1122.59320762074,-741.914634222111,-4713.18796817865,-4731.96333650085
"840_61_113",-2324.37144801276,-1016.37866825834,-7205.42215978904,-7205.98598736771
"840_61_120",-1314.67008576391,-683.911523606801,-3858.76853591889,-3858.96607956327
"840_61_121",-974.700362770278,-658.33311344249,-2548.72655542044,-2549.7319858112
"840_61_123",-1617.50030168834,-903.185823768276,-4921.78664937534,-4928.92843316702
"840_61_154",-1102.92093559435,-599.953799475401,-4523.50814903756,-4535.11114831242
"840_61_182",-875.414682287686,-525.079054873188,-1960.40618773736,-1974.16204226761
"840_61_199",-1180.40988938874,-696.63660934008,-4865.39096268928,-4872.61402114476
"840_61_206",-751.506023807203,-515.748066275972,-2102.2326827848,-2106.86141518
"840_61_207",-1935.07557522355,-693.903709325592,-5001.83937288573,-5008.50791456271
"840_61_210",-1033.71744121502,-562.269192532003,-3357.17177846635,-3366.01742910285
"840_63_002",-1732.69508884302,-1042.40049677932,-7193.66598810006,-7196.61621544289
"840_63_003",-1915.88079633975,-835.995053457199,-8487.47179794256,-8501.58447669503
"840_63_004",-734.984287447878,-573.480505222242,-2149.16032963272,-2150.00212709714
"840_63_005",-634.541470764023,-538.523696839484,-2351.47317880054,-2353.21826820026
"840_63_010",-2258.56674876083,-1025.71135966012,-8824.05982110933,-8831.66123567621
"840_63_011",-1918.59079300747,-810.575109980638,-7086.22517730802,-7096.45275236847
"840_63_013",-864.783626299006,-578.824328845882,-4219.19022496253,-4212.99452463383
"840_63_014",-1133.5282307259,-622.751618362937,-2970.1877751493,-2970.07483392022
"840_63_017",-960.326063075954,-616.767798656906,-3588.01485144042,-3573.97334555758
"840_63_023",-1724.09893847193,-905.531313415788,-6437.93068326655,-6431.62808337325
"840_63_024",-1948.68546895574,-941.831596143053,-5056.15617438104,-5049.82212673801
"840_63_025",-1110.67139417822,-694.028441425008,-3866.57686859977,-3868.6013255816
"840_63_027",-919.916319590504,-565.097801962469,-3438.5898737414,-3439.16618840807
"840_63_030",-635.138836641033,-497.221421414486,-1774.6276365758,-1777.01971196405
"840_63_031",-601.069055344234,-396.435404523923,-1964.34916384921,-1967.78079864595
"840_63_101",-2371.90278971675,-1108.5163475303,-7938.6628522099,-7942.06309804088
"840_63_106",-850.333939270421,-689.771799964679,-4548.52799766827,-4565.18326459604
"840_63_107",-1626.79283888135,-753.065535338677,-4845.765731982,-4849.06889233823
"840_63_108",-1341.58890068995,-786.861127064428,-4332.37931611322,-4326.9608968371
"840_63_119",-833.78434026903,-606.815529250642,-4212.93958065874,-4221.25895685756
"840_63_121",-1052.84086952107,-588.444822674348,-2860.0148055895,-2863.45147329817
"840_63_202",-1418.77706904507,-784.315777031885,-4787.66115662894,-4776.51174034561
"840_63_204",-1231.01411867877,-744.59615278816,-3726.03025320145,-3721.51633861017
"840_63_205",-1634.46468070282,-820.811112460116,-7816.06680102197,-7819.60123091884
"840_63_207",-1096.43023121987,-698.182353619097,-3976.44982272257,-3974.19079156602
"840_63_208",-680.129897316811,-502.241979482687,-2929.08893924525,-2933.58079263291
"840_63_212",-1082.48187727852,-768.160853880206,-4909.75317628985,-4924.58788841606
"840_63_215",-1039.27563477188,-660.357582535367,-2994.33708131183,-2988.63199682329
"840_63_216",-1168.0847836071,-664.077076304684,-4205.32722240839,-4204.312961849
"840_63_217",-884.886030033995,-514.595517816879,-3229.41333637116,-3236.17080017458
"840_63_220",-1053.10163044326,-626.959007562401,-3409.63456949091,-3414.86167852365
"840_63_221",-767.969619445995,-527.61436717773,-2567.81012216554,-2569.71948542141
"840_63_222",-628.23442521889,-464.35019306465,-1655.97861409762,-1662.40951060472
"840_63_228",-1639.91001376339,-841.266845988117,-5538.32441102578,-5542.49913748813
"840_63_232",-1027.38971870612,-576.792597953563,-3788.63227788004,-3788.29488292281
"840_63_234",-946.723850414618,-621.107841671635,-4087.30501182648,-4081.49475740781
"840_63_301",-1434.62051460636,-778.883469935931,-5785.75377636949,-5786.24010605473
"840_63_302",-1037.85062607368,-737.754216252058,-5790.64567904172,-5795.98894004042
"840_63_303",-1226.75604445957,-689.809379879869,-4256.46004054034,-4263.56110184467
"840_63_304",-1091.62615976167,-683.953511363408,-4353.99024297857,-4353.07676593038
"840_63_307",-569.442696208804,-429.904193401137,-1841.50268290913,-1846.61118019312
"840_63_308",-566.530656370315,-484.077689737421,-1769.03531074529,-1769.02578804866
"840_63_309",-635.735778118189,-468.301876079586,-1932.63709458207,-1933.5259067909
"840_63_311",-1154.34406246919,-674.470975983874,-4279.64899208258,-4282.98826606979
"840_63_312",-1230.33580331763,-779.027626128291,-4991.51209636007,-5006.20451948917
"840_63_313",-1857.43989337203,-811.688849305911,-5609.73510342212,-5610.35111059598
"840_63_314",-1016.81047648479,-705.671327057053,-3913.22755002424,-3915.35876358768
"840_63_316",-942.294863716758,-687.57282738392,-4192.31292382333,-4193.57418899593
"840_63_318",-991.296176765378,-612.679652840518,-3580.6514405219,-3573.88221573747
"840_63_319",-1441.46691651723,-736.562316126081,-5011.2321160118,-5008.765646993
